DateTimestamp,Ticker,Asset,NetTradeAmount,Action
2023-01-19 17:46:53,VTINX,Stocks,8438,Buy
2023-02-13 04:07:48,VTINX,Stocks,14008,Sell
2023-01-03 09:30:00,VTPSX,Bonds,4498,Buy
2023-01-06 14:07:52,VIIIX,Stocks,17336,Buy
2023-01-30 18:21:28,VTINX,Stocks,24345,Buy
2023-01-22 10:01:59,VIIIX,Stocks,24715,Sell
2023-01-27 19:52:04,VBMPX,Bonds,1000,Sell
2023-02-03 18:44:40,VTINX,Stocks,1660,Sell
2023-01-25 03:22:59,VTINX,Bonds,9450,Buy
2023-01-28 11:07:37,VIIIX,Stocks,16068,Buy
2023-01-23 18:45:25,VTPSX,Bonds,1000,Buy
2023-02-02 16:19:11,VBMPX,Bonds,3216,Sell
2023-01-03 09:30:00,VTINX,Bonds,1000,Buy
2023-02-20 12:10:00,VBMPX,Bonds,1000,Buy
2023-01-17 20:57:30,VTINX,Stocks,16133,Buy
2023-02-03 11:35:40,VIIIX,Stocks,15394,Buy
2023-02-01 06:43:52,VBMPX,Bonds,1000,Sell
2023-01-04 10:28:23,VIIIX,Bonds,12249,Buy
2023-01-23 20:00:44,VTPSX,Bonds,1000,Sell
2023-01-23 00:44:02,VTINX,Stocks,16826,Sell
2023-02-07 23:11:56,VIIIX,Stocks,21740,Buy
2023-01-30 20:23:23,VTINX,Stocks,5492,Sell
2023-01-03 09:30:00,VTPSX,Bonds,12824,Buy
2023-01-24 02:52:41,VBMPX,Stocks,1000,Sell
2023-01-13 02:23:26,VTPSX,Bonds,1000,Sell
2023-02-08 04:09:14,VTINX,Stocks,16155,Buy
2023-01-23 16:27:21,VTPSX,Bonds,22151,Sell
2023-02-20 12:10:00,VTPSX,Stocks,1000,Sell
2023-01-11 02:04:21,VTPSX,Bonds,1000,Sell
2023-02-11 13:13:22,VTINX,Bonds,8639,Buy
2023-02-07 04:37:25,VBMPX,Bonds,1000,Sell
2023-01-23 13:16:17,VBMPX,Bonds,1000,Buy
2023-01-18 12:13:23,VIIIX,Bonds,23516,Buy
2023-01-16 20:58:28,VTPSX,Bonds,10868,Buy
2023-01-03 09:30:00,VTINX,Bonds,4375,Buy
2023-01-17 05:54:39,VTINX,Bonds,19375,Buy
2023-02-16 16:04:46,VTINX,Bonds,10250,Buy
2023-01-13 00:22:53,VTINX,Bonds,2527,Buy
2023-01-27 16:56:57,VTPSX,Bonds,14416,Sell
2023-02-19 05:20:31,VBMPX,Stocks,4784,Sell
2023-01-19 19:50:19,VTINX,Stocks,24073,Buy
2023-02-20 12:10:00,VTINX,Stocks,18611,Buy
2023-01-03 09:30:00,VTINX,Stocks,11831,Buy
2023-02-03 07:48:46,VTPSX,Bonds,1000,Buy
2023-02-03 06:19:33,VTPSX,Stocks,4438,Sell
2023-01-27 01:08:58,VTPSX,Stocks,2966,Buy
2023-01-20 22:58:51,VIIIX,Stocks,30500,Buy
2023-01-24 09:12:43,VTPSX,Bonds,7235,Sell
2023-01-25 04:08:03,VTINX,Bonds,8771,Buy
2023-02-04 07:05:29,VTINX,Bonds,10006,Buy
2023-01-03 09:30:00,VTPSX,Stocks,1000,Sell
2023-02-06 07:40:01,VTINX,Bonds,11846,Buy
2023-01-27 10:21:29,VIIIX,Stocks,21547,Buy
2023-01-31 13:26:23,VBMPX,Stocks,8428,Sell
2023-01-30 17:12:41,VTINX,Bonds,3404,Buy
2023-02-14 13:31:55,VTINX,Bonds,13605,Buy
2023-01-26 03:43:43,VTPSX,Bonds,1711,Sell
2023-01-03 09:30:00,VTINX,Stocks,9466,Buy
2023-01-27 21:34:41,VTINX,Bonds,9982,Buy
2023-01-03 09:30:00,VBMPX,Bonds,1000,Sell
2023-01-12 23:19:32,VIIIX,Stocks,26470,Buy
2023-01-22 23:43:32,VTINX,Bonds,13932,Buy
2023-01-26 20:32:42,VBMPX,Bonds,6065,Sell
2023-01-21 23:46:37,VTINX,Bonds,11101,Buy
2023-01-15 03:13:20,VBMPX,Stocks,4087,Sell
2023-01-14 17:58:37,VTPSX,Stocks,14608,Sell
2023-01-25 08:31:29,VTPSX,Bonds,7980,Buy
2023-02-13 21:40:01,VTPSX,Bonds,1000,Sell
2023-02-03 14:56:52,VTPSX,Bonds,1340,Buy
2023-02-10 16:21:19,VTPSX,Bonds,1000,Sell
2023-02-09 03:25:52,VTINX,Bonds,8354,Buy
2023-01-21 19:36:07,VIIIX,Bonds,28420,Buy
2023-01-18 03:56:31,VTPSX,Bonds,9866,Buy
2023-01-03 09:30:00,VTPSX,Stocks,2175,Sell
2023-02-09 19:52:18,VTINX,Bonds,15587,Buy
2023-02-10 05:09:41,VTPSX,Bonds,7501,Sell
2023-01-19 06:11:46,VTPSX,Bonds,6415,Buy
2023-01-16 04:18:43,VIIIX,Stocks,4975,Buy
2023-01-11 08:46:29,VIIIX,Stocks,12054,Buy
2023-02-20 12:10:00,VTPSX,Bonds,1000,Buy
2023-01-26 21:44:08,VTINX,Stocks,2649,Sell
2023-01-03 09:30:00,VTINX,Bonds,11190,Sell
2023-01-10 15:13:35,VIIIX,Stocks,11104,Buy
2023-02-12 10:51:34,VTPSX,Bonds,15220,Buy
2023-01-24 19:19:30,VBMPX,Bonds,1000,Sell
2023-01-03 09:30:00,VTINX,Stocks,18906,Sell
2023-01-16 10:26:21,VBMPX,Bonds,1000,Sell
2023-01-03 09:30:00,VIIIX,Stocks,21360,Buy
2023-01-29 13:30:45,VIIIX,Stocks,14550,Buy
2023-01-26 17:12:03,VTINX,Stocks,11931,Buy
2023-01-11 05:50:20,VTINX,Bonds,11974,Buy
2023-01-13 00:31:21,VBMPX,Stocks,1000,Sell
