DateTimestamp,Ticker,Asset,NetTradeAmount,Action
2023-02-03 18:44:40,VTINX,Stocks,1160,Sell
2023-01-25 03:22:59,VTINX,Bonds,8950,Buy
2023-01-28 11:07:37,VIIIX,Stocks,15568,Buy
2023-01-23 18:45:25,VTPSX,Bonds,500,Buy
2023-02-02 16:19:11,VBMPX,Bonds,2716,Sell
2023-01-03 09:30:00,VTINX,Bonds,500,Buy
2023-02-20 12:10:00,VBMPX,Bonds,500,Buy
2023-01-17 20:57:30,VTINX,Stocks,15633,Buy
2023-02-03 11:35:40,VIIIX,Stocks,14894,Buy
2023-02-01 06:43:52,VBMPX,Bonds,500,Sell
2023-01-04 10:28:23,VIIIX,Bonds,11749,Buy
2023-01-23 20:00:44,VTPSX,Bonds,500,Sell
2023-01-23 00:44:02,VTINX,Stocks,16326,Sell
2023-02-07 23:11:56,VIIIX,Stocks,21240,Buy
2023-01-30 20:23:23,VTINX,Stocks,4992,Sell
2023-01-03 09:30:00,VTPSX,Bonds,12324,Buy
2023-01-24 02:52:41,VBMPX,Stocks,500,Sell
2023-01-13 02:23:26,VTPSX,Bonds,500,Sell
2023-02-08 04:09:14,VTINX,Stocks,15655,Buy
2023-01-23 16:27:21,VTPSX,Bonds,21651,Sell
2023-02-20 12:10:00,VTPSX,Stocks,500,Sell
2023-01-11 02:04:21,VTPSX,Bonds,500,Sell
2023-02-11 13:13:22,VTINX,Bonds,8139,Buy
2023-02-07 04:37:25,VBMPX,Bonds,500,Sell
2023-01-23 13:16:17,VBMPX,Bonds,500,Buy
2023-01-18 12:13:23,VIIIX,Bonds,23016,Buy
2023-01-16 20:58:28,VTPSX,Bonds,10368,Buy
2023-01-03 09:30:00,VTINX,Bonds,3875,Buy
2023-01-17 05:54:39,VTINX,Bonds,18875,Buy
2023-02-16 16:04:46,VTINX,Bonds,9750,Buy
2023-01-13 00:22:53,VTINX,Bonds,2027,Buy
2023-01-27 16:56:57,VTPSX,Bonds,13916,Sell
2023-02-19 05:20:31,VBMPX,Stocks,4284,Sell
2023-01-19 19:50:19,VTINX,Stocks,23573,Buy
2023-02-20 12:10:00,VTINX,Stocks,18111,Buy
2023-01-03 09:30:00,VTINX,Stocks,11331,Buy
2023-02-03 07:48:46,VTPSX,Bonds,500,Buy
2023-02-03 06:19:33,VTPSX,Stocks,3938,Sell
2023-01-27 01:08:58,VTPSX,Stocks,2466,Buy
2023-01-20 22:58:51,VIIIX,Stocks,30000,Buy
2023-01-24 09:12:43,VTPSX,Bonds,6735,Sell
2023-01-25 04:08:03,VTINX,Bonds,8271,Buy
2023-02-04 07:05:29,VTINX,Bonds,9506,Buy
2023-01-03 09:30:00,VTPSX,Stocks,500,Sell
2023-02-06 07:40:01,VTINX,Bonds,11346,Buy
2023-01-27 10:21:29,VIIIX,Stocks,21047,Buy
2023-01-31 13:26:23,VBMPX,Stocks,7928,Sell
2023-01-30 17:12:41,VTINX,Bonds,2904,Buy
2023-02-14 13:31:55,VTINX,Bonds,13105,Buy
2023-01-26 03:43:43,VTPSX,Bonds,1211,Sell
2023-01-03 09:30:00,VTINX,Stocks,8966,Buy
2023-01-27 21:34:41,VTINX,Bonds,9482,Buy
2023-01-03 09:30:00,VBMPX,Bonds,500,Sell
2023-01-12 23:19:32,VIIIX,Stocks,25970,Buy
2023-01-22 23:43:32,VTINX,Bonds,13432,Buy
2023-01-26 20:32:42,VBMPX,Bonds,5565,Sell
2023-01-21 23:46:37,VTINX,Bonds,10601,Buy
2023-01-15 03:13:20,VBMPX,Stocks,3587,Sell
2023-01-14 17:58:37,VTPSX,Stocks,14108,Sell
2023-01-25 08:31:29,VTPSX,Bonds,7480,Buy
2023-02-13 21:40:01,VTPSX,Bonds,500,Sell
2023-02-03 14:56:52,VTPSX,Bonds,840,Buy
2023-02-10 16:21:19,VTPSX,Bonds,500,Sell
2023-02-09 03:25:52,VTINX,Bonds,7854,Buy
2023-01-21 19:36:07,VIIIX,Bonds,27920,Buy
2023-01-18 03:56:31,VTPSX,Bonds,9366,Buy
2023-01-03 09:30:00,VTPSX,Stocks,1675,Sell
2023-02-09 19:52:18,VTINX,Bonds,15087,Buy
2023-02-10 05:09:41,VTPSX,Bonds,7001,Sell
2023-01-19 06:11:46,VTPSX,Bonds,5915,Buy
2023-01-16 04:18:43,VIIIX,Stocks,4475,Buy
2023-01-11 08:46:29,VIIIX,Stocks,11554,Buy
2023-02-20 12:10:00,VTPSX,Bonds,500,Buy
2023-01-26 21:44:08,VTINX,Stocks,2149,Sell
2023-01-03 09:30:00,VTINX,Bonds,10690,Sell
2023-01-10 15:13:35,VIIIX,Stocks,10604,Buy
2023-02-12 10:51:34,VTPSX,Bonds,14720,Buy
2023-01-24 19:19:30,VBMPX,Bonds,500,Sell
2023-01-03 09:30:00,VTINX,Stocks,18406,Sell
2023-01-16 10:26:21,VBMPX,Bonds,500,Sell
2023-01-03 09:30:00,VIIIX,Stocks,20860,Buy
2023-01-29 13:30:45,VIIIX,Stocks,14050,Buy
2023-01-26 17:12:03,VTINX,Stocks,11431,Buy
2023-01-11 05:50:20,VTINX,Bonds,11474,Buy
2023-01-13 00:31:21,VBMPX,Stocks,500,Sell
